car_plate,owner_name,owner_addr,vechicle_type,registration_date
HAY 140,Devi a/p Kumar,"961 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2001-03-20T21:06:32
NJ 2,Teoh Mei Jie,"377 Jalan Bukit Melati, Kuala Lumpur",SUV,1995-06-08T11:29:25
PC 7639,Tan Jun Liang,"483 Jalan Bukit Bintang, Kuala Lumpur",SUV,2003-03-24T13:48:52
IUE 79,Anita a/l Deepa,"400 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1993-02-03T21:19:53
TVX 08,Kumar a/l Devi,"973 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1994-06-05T06:18:49
GH 847,Teoh Hua Liang,"985 Jalan Bukit Mawar, Kuala Lumpur",SUV,1993-11-04T07:42:26
CX 861,Arjun a/p Kumar,"367 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1996-03-16T05:18:17
ZWF 5110,Wong Wei Hua,"925 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1998-07-13T15:19:04
OQK 38,Lakshmi a/l Priya,"152 Jalan Bukit Bintang, Kuala Lumpur",Truck,1995-06-18T21:07:00
IFK 536,Lim Liang Xuan,"412 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1991-12-25T00:48:46
KAL 7,Lim Hui Liang,"260 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1995-01-11T03:33:58
XU 4,Lim Liang Mei,"572 Jalan Bukit Melati, Kuala Lumpur",SUV,1990-08-07T12:59:05
WKY 5715,Aisyah binti Nurul,"358 Jalan Bukit Bintang, Kuala Lumpur",SUV,1991-09-06T17:26:25
TUY 741,Liyana binti Nur,"723 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2004-12-31T21:51:28
KZ 2,Ahmad bin Muhammad,"862 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1995-09-14T20:20:17
IE 975,Kumar a/p Suresh,"61 Jalan Bukit Mawar, Kuala Lumpur",Truck,2003-11-08T16:18:19
NIR 90,Devi a/p Lakshmi,"316 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-06-11T11:42:12
GII 166,Ahmad bin Nur,"405 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-07-25T15:46:16
XA 65,Mani a/l Suresh,"484 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1991-08-18T06:57:06
QB 725,Wong Jie Jun,"981 Jalan Bukit Melati, Kuala Lumpur",Coupe,2000-11-06T21:12:05
WU 3,Siti binti Nur,"23 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1993-06-07T20:30:44
TU 4853,Aisyah bin Ahmad,"317 Jalan Bukit Mawar, Kuala Lumpur",SUV,1994-09-21T01:59:35
ZD 9,Nurul bin Siti,"977 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1990-09-18T02:58:26
IR 16,Azlan bin Farid,"990 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2004-10-31T17:09:18
EC 4,Devi a/l Lakshmi,"489 Jalan Bukit Mawar, Kuala Lumpur",SUV,2000-11-21T23:47:57
UWS 4,Mani a/p Arjun,"696 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1991-05-27T21:21:01
HP 8,Tan Yan Wei,"280 Jalan Bukit Mawar, Kuala Lumpur",Truck,1990-06-06T20:32:04
JD 506,Lim Mei Jun,"421 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1993-12-07T07:32:21
FZP 0,Goh Wei Yan,"54 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2004-05-29T06:33:30
AB 371,Ahmad bin Nurul,"831 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2010-03-24T03:56:04
PP 54,Foo Ling Wei,"946 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2004-02-06T15:02:28
VII 58,Ng Liang Ling,"939 Jalan Bukit Melati, Kuala Lumpur",Sedan,2002-08-14T03:09:21
OLW 50,Nur bin Muhammad,"821 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1994-03-02T20:39:29
AZ 4838,Priya a/l Kumar,"72 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1996-08-01T23:05:04
VHW 6,Kumar a/l Raj,"591 Jalan Bukit Bintang, Kuala Lumpur",SUV,1999-07-18T15:53:07
CT 9385,Ahmad binti Aisyah,"709 Jalan Bukit Melati, Kuala Lumpur",SUV,1999-03-12T04:45:38
WQ 7,Lim Wei Hui,"864 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1997-02-26T01:37:22
WLL 3,Haziq bin Nurul,"973 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-10-25T22:49:51
BQP 8143,Wong Yan Mei,"590 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1999-11-21T05:26:14
SP 1624,Priya a/p Anita,"306 Jalan Bukit Bintang, Kuala Lumpur",SUV,1996-08-13T10:18:56
XIG 069,Siti bin Azlan,"577 Jalan Bukit Bintang, Kuala Lumpur",Truck,2000-04-30T12:38:04
GW 6,Lakshmi a/l Priya,"19 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1997-01-21T00:55:48
ZC 146,Raj a/p Devi,"195 Jalan Bukit Mawar, Kuala Lumpur",SUV,1990-06-16T15:47:58
MOQ 48,Devi a/p Priya,"178 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2007-01-02T03:32:57
BJV 0,Kumar a/p Anita,"45 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1997-12-21T04:13:01
QW 897,Farid bin Nurul,"451 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1998-11-01T09:52:38
MKC 51,Raj a/p Mani,"282 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2008-12-06T08:17:05
YK 88,Kumar a/p Lakshmi,"21 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2010-02-12T18:29:19
ZU 197,Mani a/p Devi,"306 Jalan Bukit Bintang, Kuala Lumpur",Truck,1999-11-08T00:46:16
PQP 4,Arjun a/p Mani,"261 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2006-02-23T09:54:11
YYU 1,Siti binti Farid,"889 Jalan Bukit Melati, Kuala Lumpur",Coupe,2007-05-11T03:26:23
NRK 8,Arjun a/l Lakshmi,"241 Jalan Bukit Bintang, Kuala Lumpur",Truck,2006-04-26T06:23:45
UML 978,Raj a/p Deepa,"531 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-02-15T08:59:30
VW 9059,Devi a/l Kumar,"896 Jalan Bukit Bintang, Kuala Lumpur",SUV,1996-03-21T14:30:59
FQ 788,Tan Wei Xuan,"431 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1990-08-14T21:34:50
JL 0685,Chan Jun Wei,"240 Jalan Bukit Bintang, Kuala Lumpur",SUV,1991-04-01T10:54:32
TL 7,Nur binti Farid,"360 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2005-10-19T21:54:43
UZ 1405,Liyana bin Ahmad,"192 Jalan Bukit Melati, Kuala Lumpur",SUV,2001-07-03T13:04:11
QC 3,Raj a/l Anita,"76 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1991-02-12T04:24:02
QET 1940,Farid bin Siti,"500 Jalan Bukit Melati, Kuala Lumpur",Truck,2009-01-05T18:03:29
FSY 493,Muhammad binti Azlan,"407 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2004-12-03T19:37:53
RCM 7113,Nurul bin Aisyah,"994 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1990-08-20T21:53:40
IKG 44,Wong Jie Liang,"33 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2010-03-22T03:52:45
WQG 2,Raj a/p Deepa,"527 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1999-12-07T07:42:01
PQ 352,Deepa a/p Lakshmi,"130 Jalan Bukit Mawar, Kuala Lumpur",Truck,1994-10-18T04:29:25
WR 01,Nurul bin Liyana,"103 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1994-11-08T04:08:15
IA 530,Raj a/p Suresh,"415 Jalan Bukit Bintang, Kuala Lumpur",Truck,2008-09-23T19:56:06
GDC 88,Mani a/p Arjun,"955 Jalan Bukit Mawar, Kuala Lumpur",SUV,1991-02-08T16:48:50
JSE 6,Aisyah bin Nur,"418 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1997-04-28T00:12:43
VC 45,Foo Wei Xuan,"839 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1999-07-10T20:42:08
IWQ 40,Ng Wei Yan,"641 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2009-09-10T16:27:05
WC 5183,Nurul bin Azlan,"835 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2006-04-20T04:29:44
HVX 823,Wong Mei Wei,"894 Jalan Bukit Melati, Kuala Lumpur",Coupe,1997-08-29T08:25:53
ZYZ 575,Kumar a/l Anita,"485 Jalan Bukit Melati, Kuala Lumpur",Sedan,2001-08-23T01:25:24
COP 98,Deepa a/l Deepa,"583 Jalan Bukit Melati, Kuala Lumpur",Truck,2004-02-02T15:08:55
AJB 6689,Ahmad bin Muhammad,"910 Jalan Bukit Melati, Kuala Lumpur",Coupe,1992-05-03T16:28:39
ZFV 906,Siti binti Haziq,"74 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2009-06-03T17:13:05
YS 2,Arjun a/l Arjun,"293 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2003-09-05T10:03:11
ZLD 652,Kumar a/l Priya,"46 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-02-19T22:20:57
AAC 835,Anita a/l Lakshmi,"48 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2009-04-26T00:41:45
KV 4060,Chan Ling Wei,"501 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-09-26T14:59:17
XOO 32,Aisyah binti Farid,"613 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2005-03-17T16:58:24
TXR 4,Ng Mei Hua,"288 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1992-04-21T01:01:14
MFA 9439,Arjun a/l Lakshmi,"238 Jalan Bukit Melati, Kuala Lumpur",Sedan,2002-03-01T18:01:16
EEF 29,Nurul bin Haziq,"507 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1999-08-30T11:36:46
NS 4,Lim Yan Jie,"350 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1997-09-21T01:23:51
SI 9,Wong Hui Ling,"337 Jalan Bukit Bintang, Kuala Lumpur",SUV,1994-09-25T00:51:15
SB 434,Azlan bin Ahmad,"848 Jalan Bukit Melati, Kuala Lumpur",Coupe,2004-04-05T17:11:08
QH 4236,Lakshmi a/p Arjun,"106 Jalan Bukit Melati, Kuala Lumpur",Coupe,2006-08-03T02:17:28
FCJ 59,Lakshmi a/l Devi,"681 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1991-04-20T21:14:59
TS 615,Chong Liang Hua,"712 Jalan Bukit Melati, Kuala Lumpur",SUV,1992-02-01T04:13:16
WLF 724,Kumar a/l Arjun,"408 Jalan Bukit Melati, Kuala Lumpur",Truck,2004-08-05T12:19:04
SVD 70,Liyana bin Nur,"562 Jalan Bukit Mawar, Kuala Lumpur",Truck,2003-02-15T14:55:20
AWN 63,Goh Wei Yan,"634 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1996-09-16T17:34:33
WLW 9212,Ng Hui Xuan,"797 Jalan Bukit Mawar, Kuala Lumpur",SUV,2004-06-21T05:18:08
YX 031,Nur bin Siti,"441 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1993-02-08T22:38:38
SV 742,Aisyah binti Ahmad,"394 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2002-03-05T15:01:00
AG 9300,Liyana bin Azlan,"116 Jalan Bukit Melati, Kuala Lumpur",Sedan,1992-06-19T11:07:53
IZC 80,Devi a/p Mani,"521 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1992-06-20T14:39:22
DVA 980,Azlan bin Nurul,"475 Jalan Bukit Melati, Kuala Lumpur",Coupe,2001-08-14T23:56:47
OP 7,Liyana bin Nur,"36 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1992-11-15T00:57:00
JST 53,Haziq bin Siti,"88 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2004-06-09T13:25:55
KQA 55,Lakshmi a/p Deepa,"853 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2005-06-21T01:02:58
EZ 6277,Kumar a/l Kumar,"646 Jalan Bukit Mawar, Kuala Lumpur",SUV,2006-01-24T00:52:33
DHF 332,Foo Hua Xuan,"39 Jalan Bukit Bintang, Kuala Lumpur",Truck,1991-10-02T07:32:17
QV 346,Devi a/l Lakshmi,"955 Jalan Bukit Melati, Kuala Lumpur",Truck,2009-07-26T13:06:40
OUK 5213,Arjun a/p Suresh,"775 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1993-12-31T04:32:02
CZ 8942,Liyana binti Farid,"889 Jalan Bukit Bintang, Kuala Lumpur",SUV,2009-07-17T08:53:25
YCQ 323,Suresh a/l Kumar,"13 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2008-09-23T21:44:32
OXX 2,Raj a/l Anita,"151 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-10-03T01:19:01
YPY 0431,Priya a/l Devi,"626 Jalan Bukit Melati, Kuala Lumpur",Truck,2002-09-16T17:15:08
HPY 8,Foo Ling Hua,"257 Jalan Bukit Melati, Kuala Lumpur",SUV,1991-05-27T06:12:27
MDD 116,Mani a/p Priya,"745 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1996-05-25T19:58:25
KFK 9,Foo Ling Yan,"699 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-03-18T00:19:19
HQ 06,Siti binti Azlan,"40 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1999-09-18T06:08:11
ZS 4,Arjun a/l Lakshmi,"104 Jalan Bukit Melati, Kuala Lumpur",SUV,2000-10-08T11:09:02
IA 2127,Lee Jie Jun,"469 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2004-05-06T17:39:26
WX 57,Lim Yan Hua,"484 Jalan Bukit Melati, Kuala Lumpur",SUV,2001-01-06T17:47:18
JC 3,Lakshmi a/p Kumar,"532 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-11-11T22:17:40
WK 1567,Farid binti Aisyah,"441 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2007-04-04T10:06:15
OT 2427,Foo Jie Wei,"516 Jalan Bukit Mawar, Kuala Lumpur",Truck,1994-09-26T14:19:51
WY 48,Farid binti Siti,"455 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2009-10-23T13:21:38
KJ 3,Mani a/p Raj,"739 Jalan Bukit Melati, Kuala Lumpur",Sedan,2007-04-25T22:36:33
OJ 0045,Foo Liang Yan,"935 Jalan Bukit Mawar, Kuala Lumpur",SUV,2004-05-07T12:28:18
KD 0,Lim Jun Xuan,"623 Jalan Bukit Bintang, Kuala Lumpur",SUV,1995-01-10T11:07:14
YO 7181,Teoh Jun Wei,"938 Jalan Bukit Mawar, Kuala Lumpur",SUV,1998-03-02T23:02:31
YK 648,Goh Hua Liang,"616 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1998-04-14T19:35:52
RIH 9,Foo Wei Yan,"781 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1992-08-25T04:57:14
NTL 95,Devi a/l Anita,"313 Jalan Bukit Melati, Kuala Lumpur",SUV,2003-08-30T09:03:45
WA 0712,Teoh Wei Hua,"228 Jalan Bukit Mawar, Kuala Lumpur",Truck,1990-07-29T04:16:02
SUQ 415,Deepa a/l Arjun,"17 Jalan Bukit Melati, Kuala Lumpur",Sedan,2008-12-26T00:05:56
UVH 28,Chan Jie Wei,"262 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2003-11-19T21:49:35
ZUI 73,Kumar a/l Suresh,"787 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1995-11-29T10:24:36
VCR 3209,Lee Ling Xuan,"46 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-04-27T17:38:54
BGX 0800,Chong Jie Hua,"372 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1999-06-10T04:47:51
JKM 95,Anita a/p Deepa,"646 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2005-09-24T20:27:59
YL 721,Devi a/l Suresh,"384 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-01-26T00:54:27
QDQ 919,Suresh a/p Anita,"110 Jalan Bukit Mawar, Kuala Lumpur",Truck,2003-08-07T05:17:44
UL 57,Suresh a/p Priya,"604 Jalan Bukit Melati, Kuala Lumpur",Coupe,2008-01-18T02:56:06
TF 6,Nurul bin Azlan,"316 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1990-08-30T13:27:40
ZXU 1059,Muhammad binti Haziq,"428 Jalan Bukit Melati, Kuala Lumpur",Truck,2008-11-03T04:24:28
DYW 961,Lee Jie Hui,"39 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2002-01-01T08:28:34
MD 66,Chong Ling Jie,"19 Jalan Bukit Mawar, Kuala Lumpur",SUV,2003-02-05T16:34:24
WD 1620,Arjun a/l Arjun,"556 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1990-10-25T16:23:10
WZT 7,Mani a/p Lakshmi,"768 Jalan Bukit Melati, Kuala Lumpur",SUV,2007-11-28T20:41:05
RBY 61,Ng Liang Hua,"365 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1998-06-18T16:40:28
DX 207,Muhammad binti Ahmad,"198 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1993-07-10T23:58:05
AHH 2,Liyana binti Aisyah,"388 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2006-06-16T06:27:29
OX 02,Chong Ling Jun,"240 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1999-02-17T18:22:37
VJY 74,Nurul bin Aisyah,"68 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2009-09-09T07:10:58
KJ 98,Siti bin Liyana,"103 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1999-01-28T05:26:34
OIR 23,Liyana bin Farid,"14 Jalan Bukit Melati, Kuala Lumpur",SUV,1995-08-01T20:59:00
RYN 4,Mani a/p Devi,"628 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2007-12-09T23:11:32
OEK 01,Nurul binti Haziq,"297 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1991-07-24T01:46:20
UF 8546,Tan Mei Hui,"112 Jalan Bukit Mawar, Kuala Lumpur",Truck,1996-02-06T02:34:32
WCZ 8806,Lee Ling Jun,"396 Jalan Bukit Mawar, Kuala Lumpur",Truck,1994-03-05T13:37:08
OWQ 03,Farid bin Haziq,"934 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1991-09-03T07:11:16
IZD 1,Aisyah binti Nurul,"380 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1999-05-12T10:56:25
CW 2,Ng Ling Mei,"894 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1998-04-17T12:28:45
OI 08,Goh Wei Liang,"351 Jalan Bukit Bintang, Kuala Lumpur",Truck,1999-09-27T02:25:28
FAU 2,Devi a/p Devi,"423 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1993-02-15T15:41:34
ZG 714,Tan Liang Ling,"441 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2008-06-17T11:44:12
CL 207,Priya a/p Mani,"64 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2006-06-27T22:42:57
ZF 383,Arjun a/l Anita,"119 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1997-03-07T13:27:29
XIB 375,Raj a/p Anita,"938 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-05-04T00:58:49
YM 9,Tan Jie Ling,"203 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2004-07-18T10:02:11
EF 590,Muhammad bin Nurul,"255 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-04-20T19:45:14
EB 266,Chong Liang Wei,"650 Jalan Bukit Melati, Kuala Lumpur",Truck,1994-07-26T13:57:07
ICT 686,Arjun a/p Anita,"616 Jalan Bukit Mawar, Kuala Lumpur",Truck,2001-10-11T06:50:47
PR 57,Nurul binti Farid,"672 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-02-06T00:51:24
DBB 4,Wong Mei Hui,"614 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2009-04-11T19:31:09
TPZ 1641,Chong Mei Liang,"338 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1991-06-30T02:24:45
CMB 20,Arjun a/p Anita,"452 Jalan Bukit Melati, Kuala Lumpur",SUV,2008-12-03T04:39:21
KV 2164,Priya a/p Raj,"526 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1991-10-01T12:00:10
JI 08,Raj a/l Suresh,"998 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-03-01T09:46:01
RP 07,Chan Hua Liang,"157 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1996-09-09T22:36:08
CO 738,Devi a/p Priya,"251 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1990-08-02T20:48:34
QUH 1,Nur bin Azlan,"667 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1990-10-05T18:37:37
QI 4282,Liyana binti Nurul,"653 Jalan Bukit Melati, Kuala Lumpur",Coupe,1990-07-29T01:58:06
YCR 695,Wong Hua Xuan,"682 Jalan Bukit Mawar, Kuala Lumpur",SUV,2005-10-03T08:43:05
NUW 5066,Foo Xuan Jun,"486 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2007-11-27T10:19:25
AJ 9,Foo Ling Liang,"775 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2002-05-20T04:17:08
KM 357,Siti bin Haziq,"424 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-03-04T21:05:06
JBD 348,Aisyah binti Azlan,"614 Jalan Bukit Melati, Kuala Lumpur",Coupe,1994-10-08T05:20:31
SK 86,Teoh Ling Jie,"826 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1997-06-22T02:12:56
JH 3545,Azlan bin Nur,"769 Jalan Bukit Melati, Kuala Lumpur",SUV,2010-06-01T00:16:52
MUX 146,Farid binti Ahmad,"545 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2005-02-07T08:13:08
QC 3,Teoh Wei Mei,"364 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1997-11-08T05:53:55
ES 353,Lakshmi a/l Arjun,"386 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2004-01-13T18:49:56
RN 5,Deepa a/p Priya,"312 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2009-05-02T10:14:00
PK 5,Ahmad binti Liyana,"994 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1992-01-26T02:50:50
GAI 0,Tan Mei Xuan,"333 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-01-03T19:00:58
JC 6,Azlan bin Nurul,"160 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1996-04-04T02:44:55
UW 920,Ng Mei Ling,"509 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-11-19T13:17:50
GME 309,Lee Liang Hui,"260 Jalan Bukit Melati, Kuala Lumpur",Coupe,2001-10-24T08:17:43
BN 836,Haziq binti Muhammad,"868 Jalan Bukit Melati, Kuala Lumpur",Truck,1993-03-27T10:46:56
SE 59,Muhammad binti Farid,"330 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2010-12-09T08:09:55
YS 07,Siti bin Aisyah,"246 Jalan Bukit Melati, Kuala Lumpur",Truck,2005-06-13T01:02:11
DI 6,Foo Mei Yan,"53 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1995-05-27T20:26:37
WND 38,Azlan bin Nur,"107 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2010-12-26T10:42:53
AXG 7,Aisyah binti Farid,"27 Jalan Bukit Bintang, Kuala Lumpur",SUV,1994-04-17T10:15:40
HLB 5421,Liyana binti Haziq,"642 Jalan Bukit Bintang, Kuala Lumpur",Truck,2001-02-17T08:22:46
WP 0410,Kumar a/p Priya,"789 Jalan Bukit Bintang, Kuala Lumpur",Truck,1995-04-23T08:59:59
RRT 5527,Siti binti Aisyah,"382 Jalan Bukit Bintang, Kuala Lumpur",Truck,1991-05-02T08:12:04
BU 16,Farid bin Aisyah,"83 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1992-02-21T09:48:33
SR 1252,Liyana bin Aisyah,"363 Jalan Bukit Melati, Kuala Lumpur",Truck,2009-03-13T05:20:12
GM 8,Liyana bin Nur,"753 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1999-09-03T12:18:54
UVJ 953,Wong Liang Yan,"970 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1991-01-10T06:28:23
GIS 267,Anita a/l Anita,"93 Jalan Bukit Mawar, Kuala Lumpur",SUV,2006-03-02T23:29:40
QYS 3068,Liyana bin Nur,"90 Jalan Bukit Melati, Kuala Lumpur",Sedan,2001-06-30T09:32:22
WSM 8341,Priya a/l Deepa,"401 Jalan Bukit Melati, Kuala Lumpur",SUV,1997-04-08T20:43:13
QO 823,Aisyah bin Ahmad,"637 Jalan Bukit Mawar, Kuala Lumpur",SUV,1990-08-21T10:02:39
ZT 2124,Raj a/p Lakshmi,"980 Jalan Bukit Melati, Kuala Lumpur",Sedan,2010-12-16T21:12:34
YAZ 8,Liyana bin Ahmad,"646 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1995-01-11T05:41:34
KST 7,Haziq bin Ahmad,"990 Jalan Bukit Melati, Kuala Lumpur",Coupe,2002-07-09T14:27:59
OY 6293,Aisyah binti Farid,"206 Jalan Bukit Melati, Kuala Lumpur",Truck,2007-09-11T17:52:37
AL 6998,Azlan binti Haziq,"652 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1995-03-20T10:51:53
QII 2,Ng Hua Liang,"717 Jalan Bukit Bintang, Kuala Lumpur",Truck,2005-04-17T08:47:15
TT 8771,Chong Mei Hui,"46 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2005-05-31T10:17:47
TV 1291,Azlan bin Aisyah,"346 Jalan Bukit Bintang, Kuala Lumpur",Truck,2003-01-02T12:17:14
VAX 193,Priya a/l Suresh,"947 Jalan Bukit Mawar, Kuala Lumpur",Truck,2005-01-03T13:08:11
PFX 071,Siti binti Nur,"426 Jalan Bukit Melati, Kuala Lumpur",Sedan,2003-09-24T14:07:03
UI 36,Nurul bin Muhammad,"994 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2007-07-03T16:00:16
EE 6852,Devi a/l Suresh,"182 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1992-02-27T00:54:29
UK 824,Chan Xuan Jie,"764 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1993-11-14T03:39:58
QJE 17,Anita a/p Anita,"702 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1992-05-17T23:31:28
PE 04,Foo Mei Yan,"803 Jalan Bukit Bintang, Kuala Lumpur",Truck,1999-09-15T11:40:30
ZI 72,Chan Ling Liang,"288 Jalan Bukit Bintang, Kuala Lumpur",Truck,2001-11-08T15:02:10
WWJ 8664,Farid binti Nur,"321 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2000-04-10T10:36:54
FT 18,Siti bin Ahmad,"750 Jalan Bukit Melati, Kuala Lumpur",Coupe,1995-03-31T10:09:44
KU 296,Nur binti Aisyah,"750 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2010-08-06T01:57:49
